Authors	Title	Journal	Vol:Issue:Page	Year	Pubmed_Id	Citation_Number	Authors_Full_Name	First_Author	LastAuthor	Affiliations	Grants
Richards JB, Waterworth D, O'Rahilly S, Hivert MF, Loos RJ, Perry JR, Tanaka T, Timpson NJ, Semple RK, Soranzo N, Song K, Rocha N, Grundberg E, Dupuis J, Florez JC, Langenberg C, Prokopenko I, Saxena R, Sladek R, Aulchenko Y, Evans D, Waeber G, Erdmann J, Burnett MS, Sattar N, Devaney J, Willenborg C, Hingorani A, Witteman JC, Vollenweider P, Glaser B, Hengstenberg C, Ferrucci L, Melzer D, Stark K, Deanfield J, Winogradow J, Grassl M, Hall AS, Egan JM, Thompson JR, Ricketts SL, König IR, Reinhard W, Grundy S, Wichmann HE, Barter P, Mahley R, Kesaniemi YA, Rader DJ, Reilly MP, Epstein SE, Stewart AF, Van Duijn CM, Schunkert H, Burling K, Deloukas P, Pastinen T, Samani NJ, McPherson R, Davey Smith G, Frayling TM, Wareham NJ, Meigs JB, Mooser V, Spector TD	A genome-wide association study reveals variants in ARL15 that influence adiponectin levels.	PLoS Genet.	5:12:e1000768	2009	20011104		J Brent Richards, Dawn Waterworth, Stephen O'Rahilly, Marie-France Hivert, Ruth J F Loos, John R B Perry, Toshiko Tanaka, Nicholas John Timpson, Robert K Semple, Nicole Soranzo, Kijoung Song, Nuno Rocha, Elin Grundberg, Josée Dupuis, Jose C Florez, Claudia Langenberg, Inga Prokopenko, Richa Saxena, Robert Sladek, Yurii Aulchenko, David Evans, Gerard Waeber, Jeanette Erdmann, Mary-Susan Burnett, Naveed Sattar, Joseph Devaney, Christina Willenborg, Aroon Hingorani, Jaquelin C M Witteman, Peter Vollenweider, Beate Glaser, Christian Hengstenberg, Luigi Ferrucci, David Melzer, Klaus Stark, John Deanfield, Janina Winogradow, Martina Grassl, Alistair S Hall, Josephine M Egan, John R Thompson, Sally L Ricketts, Inke R König, Wibke Reinhard, Scott Grundy, H-Erich Wichmann, Phil Barter, Robert Mahley, Y Antero Kesaniemi, Daniel J Rader, Muredach P Reilly, Stephen E Epstein, Alexandre F R Stewart, Cornelia M Van Duijn, Heribert Schunkert, Keith Burling, Panos Deloukas, Tomi Pastinen, Nilesh J Samani, Ruth McPherson, George Davey Smith, Timothy M Frayling, Nicholas J Wareham, James B Meigs, Vincent Mooser, Tim D Spector	J Brent Richards	Tim D Spector	Departments of Medicine, Human Genetics, and Epidemiology and Biostatistics, Jewish General Hospital, McGill University, Montréal, Québec, Canada. brent.richards@mcgill.ca	Medical Research Council; 
Li G, Bien-Ly N, Andrews-Zwilling Y, Xu Q, Bernardo A, Ring K, Halabisky B, Deng C, Mahley RW, Huang Y	GABAergic interneuron dysfunction impairs hippocampal neurogenesis in adult apolipoprotein E4 knockin mice.	Cell Stem Cell	5:6:634-45	2009	19951691		Gang Li, Nga Bien-Ly, Yaisa Andrews-Zwilling, Qin Xu, Aubrey Bernardo, Karen Ring, Brian Halabisky, Changhui Deng, Robert W Mahley, Yadong Huang	Gang Li	Yadong Huang	Gladstone Institute of Neurological Disease, San Francisco, CA 94158, USA.	NIA NIH HHS; P01 AG022074-06
Hodoglugil U, Williamson DW, Mahley RW	Polymorphisms in the hepatic lipase gene affect plasma HDL-cholesterol levels in a Turkish population.	J. Lipid Res.	51:2:422-30	2010	19734193		Ugur Hodoglugil, David W Williamson, Robert W Mahley	Ugur Hodoglugil	Robert W Mahley	Gladstone Institute of Cardiovascular Disease, University of California, San Francisco, CA, USA.	NHLBI NIH HHS; R01 HL71027
Mahley RW, Huang Y	Alzheimer disease: multiple causes, multiple effects of apolipoprotein E4, and multiple therapeutic approaches.	Ann. Neurol.	65:6:623-5	2009	19557874		Robert W Mahley, Yadong Huang	Robert W Mahley	Yadong Huang		NIA NIH HHS; P01 AG022074
Mahley RW, Weisgraber KH, Huang Y	Apolipoprotein E: structure determines function, from atherosclerosis to Alzheimer's disease to AIDS.	J. Lipid Res.	50 Suppl:S183-8	2009	19106071		Robert W Mahley, Karl H Weisgraber, Yadong Huang	Robert W Mahley	Yadong Huang	Gladstone Institute of Neurological Disease, San Francisco, CA 94158, USA. rmahley@gladstone.ucsf.edu	NIA NIH HHS; R01 AG028793
Tanyolaç S, Mahley RW, Hodoglugil U, Goldfine ID	Gender differences in the relationship of ENPP1/PC-1 variants to obesity in a Turkish population.	Obesity (Silver Spring)	16:11:2468-71	2008	18719658		Sinan Tanyolaç, Robert W Mahley, Uğur Hodoglugil, Ira D Goldfine	Sinan Tanyolaç	Ira D Goldfine	Department of Medicine and Diabetes Center, University of California, San Francisco/Mt. Zion Medical Center, San Francisco, California, USA.	NIDDK NIH HHS; DK056933
Burt TD, Agan BK, Marconi VC, He W, Kulkarni H, Mold JE, Cavrois M, Huang Y, Mahley RW, Dolan MJ, McCune JM, Ahuja SK	Apolipoprotein (apo) E4 enhances HIV-1 cell entry in vitro, and the APOE epsilon4/epsilon4 genotype accelerates HIV disease progression.	Proc. Natl. Acad. Sci. U.S.A.	105:25:8718-23	2008	18562290		Trevor D Burt, Brian K Agan, Vincent C Marconi, Weijing He, Hemant Kulkarni, Jeffrey E Mold, Marielle Cavrois, Yadong Huang, Robert W Mahley, Matthew J Dolan, Joseph M McCune, Sunil K Ahuja	Trevor D Burt	Sunil K Ahuja	Division of Experimental Medicine, Department of Medicine, and Division of Neonatology, Department of Pediatrics, University of California, San Francisco, CA 94110, USA.	NA
Sandhu MS, Waterworth DM, Debenham SL, Wheeler E, Papadakis K, Zhao JH, Song K, Yuan X, Johnson T, Ashford S, Inouye M, Luben R, Sims M, Hadley D, McArdle W, Barter P, Kesäniemi YA, Mahley RW, McPherson R, Grundy SM, Bingham SA, Khaw KT, Loos RJ, Waeber G, Barroso I, Strachan DP, Deloukas P, Vollenweider P, Wareham NJ, Mooser V	LDL-cholesterol concentrations: a genome-wide association study.	Lancet	371:9611:483-91	2008	18262040		Manjinder S Sandhu, Dawn M Waterworth, Sally L Debenham, Eleanor Wheeler, Konstantinos Papadakis, Jing Hua Zhao, Kijoung Song, Xin Yuan, Toby Johnson, Sofie Ashford, Michael Inouye, Robert Luben, Matthew Sims, David Hadley, Wendy McArdle, Philip Barter, Y Antero Kesäniemi, Robert W Mahley, Ruth McPherson, Scott M Grundy, Sheila A Bingham, Kay-Tee Khaw, Ruth J F Loos, Gérard Waeber, Inês Barroso, David P Strachan, Panagiotis Deloukas, Peter Vollenweider, Nicholas J Wareham, Vincent Mooser	Manjinder S Sandhu	Vincent Mooser	Department of Public Health and Primary Care, Strangeways Research Laboratory, University of Cambridge, Cambridge, UK. manj.sandhu@srl.cam.ac.uk	Wellcome Trust; 068545/Z/02
Brodbeck J, Balestra ME, Saunders AM, Roses AD, Mahley RW, Huang Y	Rosiglitazone increases dendritic spine density and rescues spine loss caused by apolipoprotein E4 in primary cortical neurons.	Proc. Natl. Acad. Sci. U.S.A.	105:4:1343-6	2008	18212130		Jens Brodbeck, Maureen E Balestra, Ann M Saunders, Allen D Roses, Robert W Mahley, Yadong Huang	Jens Brodbeck	Yadong Huang	Gladstone Institute of Neurological Disease and Gladstone Institute of Cardiovascular Disease, The J. David Gladstone Institutes, 1650 Owens Street, San Francisco, CA 94158, USA.	NA
Mahley RW, Huang Y, Weisgraber KH	Detrimental effects of apolipoprotein E4: potential therapeutic targets in Alzheimer's disease.	Curr Alzheimer Res	4:5:537-40	2007	18220516		Robert W Mahley, Yadong Huang, Karl H Weisgraber	Robert W Mahley	Karl H Weisgraber	Gladstone Institute of Neurological Disease 1650 Owens Street, San Francisco, CA 94158, USA. rmahley@gladstone.ucsf.edu	NIA NIH HHS; P01 AG022074
Mahley RW, Huang Y	Atherogenic remnant lipoproteins: role for proteoglycans in trapping, transferring, and internalizing.	J. Clin. Invest.	117:1:94-8	2007	17200713		Robert W Mahley, Yadong Huang	Robert W Mahley	Yadong Huang	Gladstone Institute of Neurological Disease and Gladstone Institute of Cardiovascular Disease, San Francisco, California 94158, USA. rmahley@gladstone.ucsf.edu	NA
Safar JG, Wille H, Geschwind MD, Deering C, Latawiec D, Serban A, King DJ, Legname G, Weisgraber KH, Mahley RW, Miller BL, Dearmond SJ, Prusiner SB	Human prions and plasma lipoproteins.	Proc. Natl. Acad. Sci. U.S.A.	103:30:11312-7	2006	16849426		Jiri G Safar, Holger Wille, Michael D Geschwind, Camille Deering, Diane Latawiec, Ana Serban, David J King, Giuseppe Legname, Karl H Weisgraber, Robert W Mahley, Bruce L Miller, Stephen J Dearmond, Stanley B Prusiner	Jiri G Safar	Stanley B Prusiner	Institute for Neurodegenerative Diseases, Department of Neurology, University of California, San Francisco, CA 94143, USA.	NCRR NIH HHS; RR00079
Roses AD, Saunders AM, Huang Y, Strum J, Weisgraber KH, Mahley RW	Complex disease-associated pharmacogenetics: drug efficacy, drug safety, and confirmation of a pathogenetic hypothesis (Alzheimer's disease).	Pharmacogenomics J.	7:1:10-28	2007	16770341		A D Roses, A M Saunders, Y Huang, J Strum, K H Weisgraber, R W Mahley	A D Roses	R W Mahley	Genetics Research, GlaxoSmithKline Research and Development, NC 27709, USA. allen.d.roses@gsk.com	NA
Xu Q, Bernardo A, Walker D, Kanegawa T, Mahley RW, Huang Y	Profile and regulation of apolipoprotein E (ApoE) expression in the CNS in mice with targeting of green fluorescent protein gene to the ApoE locus.	J. Neurosci.	26:19:4985-94	2006	16687490		Qin Xu, Aubrey Bernardo, David Walker, Tiffany Kanegawa, Robert W Mahley, Yadong Huang	Qin Xu	Yadong Huang	Gladstone Institute of Neurological Disease, San Francisco, California 94158, USA.	NHLBI NIH HHS; R01 HL37063
Mahley RW, Huang Y, Weisgraber KH	Putting cholesterol in its place: apoE and reverse cholesterol transport.	J. Clin. Invest.	116:5:1226-9	2006	16670767		Robert W Mahley, Yadong Huang, Karl H Weisgraber	Robert W Mahley	Karl H Weisgraber	Gladstone Institute of Neurological Disease and Gladstone Institute of Cardiovascular Disease, San Francisco, California 94158, USA. rmahley@gladstone.ucsf.edu	NA
Huang Y, Mahley RW	Commentary on "Perspective on a pathogenesis and treatment of Alzheimer's disease." Apolipoprotein E and the mitochondrial metabolic hypothesis.	Alzheimers Dement	2:2:71-3	2006	19595858		Yadong Huang, Robert W Mahley	Yadong Huang	Robert W Mahley	Gladstone Institute of Neurological Disease, Department of Pathology, University of California, San Francisco, CA, USA. yhuang@gladstone.ucsf.edu	NIA NIH HHS; P01 AG022074
Mahley RW, Weisgraber KH, Huang Y	Apolipoprotein E4: a causative factor and therapeutic target in neuropathology, including Alzheimer's disease.	Proc. Natl. Acad. Sci. U.S.A.	103:15:5644-51	2006	16567625		Robert W Mahley, Karl H Weisgraber, Yadong Huang	Robert W Mahley	Yadong Huang	Gladstone Institute of Neurological Disease, 1650 Owens Street, San Francisco, CA 94158, USA. rmahley@gladstone.ucsf.edu	NIA NIH HHS; P01 AG022074
Hodoğlugil U, Mahley RW	Smoking and obesity make a bad problem worse: genetics and lifestyle affect high density lipoprotein levels in Turks.	Anadolu Kardiyol Derg	6:1:60-7	2006	16524804		Uğur Hodoğlugil, Robert W Mahley	Uğur Hodoğlugil	Robert W Mahley	Gladstone Institute of Cardiovascular Disease, University of California, San Francisco, CA 94158, USA.	NA
Mahley RW, Huang Y	Apolipoprotein (apo) E4 and Alzheimer's disease: unique conformational and biophysical properties of apoE4 can modulate neuropathology.	Acta Neurol. Scand., Suppl.c	185:8-14	2006	16866905		R W Mahley, Y Huang	R W Mahley	Y Huang	Gladstone Institute of Neurological Disease, San Francisco, CA 94158, USA. rmahley@gladstone.ucsf.edu	NINDS NIH HHS; R21 NS046465
Ye S, Huang Y, Müllendorff K, Dong L, Giedt G, Meng EC, Cohen FE, Kuntz ID, Weisgraber KH, Mahley RW	Apolipoprotein (apo) E4 enhances amyloid beta peptide production in cultured neuronal cells: apoE structure as a potential therapeutic target.	Proc. Natl. Acad. Sci. U.S.A.	102:51:18700-5	2005	16344478		Shiming Ye, Yadong Huang, Karin Müllendorff, Liming Dong, Gretchen Giedt, Elaine C Meng, Fred E Cohen, Irwin D Kuntz, Karl H Weisgraber, Robert W Mahley	Shiming Ye	Robert W Mahley	Gladstone Institute of Neurological Disease, 1650 Owens Street, San Francisco, CA 94158, USA.	NINDS NIH HHS; NS46465
Chang S, ran Ma T, Miranda RD, Balestra ME, Mahley RW, Huang Y	Lipid- and receptor-binding regions of apolipoprotein E4 fragments act in concert to cause mitochondrial dysfunction and neurotoxicity.	Proc. Natl. Acad. Sci. U.S.A.	102:51:18694-9	2005	16344479		Shengjun Chang, Tian ran Ma, R Dennis Miranda, Maureen E Balestra, Robert W Mahley, Yadong Huang	Shengjun Chang	Yadong Huang	Gladstone Institute of Neurological Disease, 1650 Owens Street, San Francisco, CA 94158, USA.	NHLBI NIH HHS; R01HL37063
Ji ZS, Müllendorff K, Cheng IH, Miranda RD, Huang Y, Mahley RW	Reactivity of apolipoprotein E4 and amyloid beta peptide: lysosomal stability and neurodegeneration.	J. Biol. Chem.	281:5:2683-92	2006	16298992		Zhong-Sheng Ji, Karin Müllendorff, Irene H Cheng, R Dennis Miranda, Yadong Huang, Robert W Mahley	Zhong-Sheng Ji	Robert W Mahley	Gladstone Institute of Neurological Disease, Gladstone Institute of Cardiovascular Disease, University of California, San Francisco, California 94158,USA.	NINDS NIH HHS; R21 NS046465
Hodoglugil U, Tanyolaç S, Williamson DW, Huang Y, Mahley RW	Apolipoprotein A-V: a potential modulator of plasma triglyceride levels in Turks.	J. Lipid Res.	47:1:144-53	2006	16258166		Ugur Hodoglugil, Sinan Tanyolaç, David W Williamson, Yadong Huang, Robert W Mahley	Ugur Hodoglugil	Robert W Mahley	Gladstone Institute of Cardiovascular Disease, University of California, San Francisco, San Francisco, CA, USA.	NHLBI NIH HHS; R01 HL-71027
Hodoğlugil U, Williamson DW, Huang Y, Mahley RW	An interaction between the TaqIB polymorphism of cholesterol ester transfer protein and smoking is associated with changes in plasma high-density lipoprotein cholesterol levels in Turks.	Clin. Genet.	68:2:118-27	2005	15996208		U Hodoğlugil, D W Williamson, Y Huang, R W Mahley	U Hodoğlugil	R W Mahley	Gladstone Institute of Cardiovascular Disease, San Francisco, CA 94158, USA.	NHLBI NIH HHS; HL71027
Hodoğlugil U, Williamson DW, Huang Y, Mahley RW	Common polymorphisms of ATP binding cassette transporter A1, including a functional promoter polymorphism, associated with plasma high density lipoprotein cholesterol levels in Turks.	Atherosclerosis	183:2:199-212	2005	15935359		Uğur Hodoğlugil, David W Williamson, Yadong Huang, Robert W Mahley	Uğur Hodoğlugil	Robert W Mahley	Gladstone Institute of Cardiovascular Disease, 1650 Owens Street, San Francisco, CA 94158, USA.	NHLBI NIH HHS; R01 HL71027
Harris FM, Brecht WJ, Xu Q, Mahley RW, Huang Y	Increased tau phosphorylation in apolipoprotein E4 transgenic mice is associated with activation of extracellular signal-regulated kinase: modulation by zinc.	J. Biol. Chem.	279:43:44795-801	2004	15322121		Faith M Harris, Walter J Brecht, Qin Xu, Robert W Mahley, Yadong Huang	Faith M Harris	Yadong Huang	Gladstone Institute of Neurological Disease, University of California, San Francisco, California 94141-9100, USA.	NINDS NIH HHS; R21 NS046465
Xu Q, Brecht WJ, Weisgraber KH, Mahley RW, Huang Y	Apolipoprotein E4 domain interaction occurs in living neuronal cells as determined by fluorescence resonance energy transfer.	J. Biol. Chem.	279:24:25511-6	2004	15054100		Qin Xu, Walter J Brecht, Karl H Weisgraber, Robert W Mahley, Yadong Huang	Qin Xu	Yadong Huang	Gladstone Institute of Neurological Disease, University of California, San Francisco, CA 94141, USA.	NINDS NIH HHS; R21 NS046465
Harris FM, Tesseur I, Brecht WJ, Xu Q, Mullendorff K, Chang S, Wyss-Coray T, Mahley RW, Huang Y	Astroglial regulation of apolipoprotein E expression in neuronal cells. Implications for Alzheimer's disease.	J. Biol. Chem.	279:5:3862-8	2004	14585838		Faith M Harris, Ina Tesseur, Walter J Brecht, Qin Xu, Karin Mullendorff, Shengjun Chang, Tony Wyss-Coray, Robert W Mahley, Yadong Huang	Faith M Harris	Yadong Huang	Gladstone Institute of Neurological Disease, University of California, San Francisco, California 94141-9100, USA.	NHLBI NIH HHS; R01 HL37063
Ji ZS, Miranda RD, Newhouse YM, Weisgraber KH, Huang Y, Mahley RW	Apolipoprotein E4 potentiates amyloid beta peptide-induced lysosomal leakage and apoptosis in neuronal cells.	J. Biol. Chem.	277:24:21821-8	2002	11912196		Zhong-Sheng Ji, R Dennis Miranda, Yvonne M Newhouse, Karl H Weisgraber, Yadong Huang, Robert W Mahley	Zhong-Sheng Ji	Robert W Mahley	Gladstone Institute of Neurological Disease, University of California, San Francisco, California 94141-9100, USA.	NHLBI NIH HHS; HL47660
Huang Y, Liu XQ, Wyss-Coray T, Brecht WJ, Sanan DA, Mahley RW	Apolipoprotein E fragments present in Alzheimer's disease brains induce neurofibrillary tangle-like intracellular inclusions in neurons.	Proc. Natl. Acad. Sci. U.S.A.	98:15:8838-43	2001	11447277		Y Huang, X Q Liu, T Wyss-Coray, W J Brecht, D A Sanan, R W Mahley	Y Huang	R W Mahley	Gladstone Institute of Neurological Disease, P.O. Box 419100, San Francisco, CA 94141-9100, USA. yhuang@gladstone.ucsf.edu	NA
Dichek HL, Johnson SM, Akeefe H, Lo GT, Sage E, Yap CE, Mahley RW	Hepatic lipase overexpression lowers remnant and LDL levels by a noncatalytic mechanism in LDL receptor-deficient mice.	J. Lipid Res.	42:2:201-10	2001	11181749		H L Dichek, S M Johnson, H Akeefe, G T Lo, E Sage, C E Yap, R W Mahley	H L Dichek	R W Mahley	Children's Hospital Oakland Research Institute (CHORI), Oakland, CA 94609, USA.hdichek@chori.org	NHLBI NIH HHS; KO8 HL 04031
Nguyen TT, Kruckeberg KE, O'Brien JF, Ji ZS, Karnes PS, Crotty TB, Hay ID, Mahley RW, O'Brien T	Familial splenomegaly: macrophage hypercatabolism of lipoproteins associated with apolipoprotein E mutation [apolipoprotein E (delta149 Leu)].	J. Clin. Endocrinol. Metab.	85:11:4354-8	2000	11095479		T T Nguyen, K E Kruckeberg, J F O'Brien, Z S Ji, P S Karnes, T B Crotty, I D Hay, R W Mahley, T O'Brien	T T Nguyen	T O'Brien	Divisions of Endocrinology, Mayo Clinic and Foundation, Rochester, Minnesota 55905, USA. nguyen.tu@mayo.edu	NA
Mahley RW, Rall SC	Apolipoprotein E: far more than a lipid transport protein.	Annu Rev Genomics Hum Genet	1:507-37	2000	11701639		R W Mahley, S C Rall	R W Mahley	S C Rall	Gladstone Institute of Cardiovascular Disease, University of California at San Francisco, San Francisco, California 94141-9100, USA. rmahley@gladstone.ucsf.edu	NHLBI NIH HHS; HL47660
Langer C, Huang Y, Cullen P, Wiesenhütter B, Mahley RW, Assmann G, von Eckardstein A	Endogenous apolipoprotein E modulates cholesterol efflux and cholesteryl ester hydrolysis mediated by high-density lipoprotein-3 and lipid-free apolipoproteins in mouse peritoneal macrophages.	J. Mol. Med.	78:4:217-27	2000	10933584		C Langer, Y Huang, P Cullen, B Wiesenhütter, R W Mahley, G Assmann, A von Eckardstein	C Langer	A von Eckardstein	Institute of Arteriosclerosis Research, Münster, Germany.	NA
Huang Y, Ji ZS, Brecht WJ, Rall SC, Taylor JM, Mahley RW	Overexpression of apolipoprotein E3 in transgenic rabbits causes combined hyperlipidemia by stimulating hepatic VLDL production and impairing VLDL lipolysis.	Arterioscler. Thromb. Vasc. Biol.	19:12:2952-9	1999	10591675		Y Huang, Z S Ji, W J Brecht, S C Rall, J M Taylor, R W Mahley	Y Huang	R W Mahley	Gladstone Institute of Cardiovascular Disease, San Francisco, CA 94141-9100, USA.	NHLBI NIH HHS; HL51588
Mahley RW, Huang Y, Rall SC	Pathogenesis of type III hyperlipoproteinemia (dysbetalipoproteinemia). Questions, quandaries, and paradoxes.	J. Lipid Res.	40:11:1933-49	1999	10552997		R W Mahley, Y Huang, S C Rall	R W Mahley	S C Rall	Gladstone Institute of Cardiovascular Disease, University of California, San Francisco, CA 94141-9100, USA.	NHLBI NIH HHS; HL47660
Mahley RW, Rall SC	Is epsilon4 the ancestral human apoE allele?	Neurobiol. Aging	20:4:429-30		10604434		R W Mahley, S C Rall	R W Mahley	S C Rall	Gladstone Institute of Neurological Disease, and University of California, San Francisco 94141-9100, USA. rmahley@gladstone.ucsf.edu	NA
Mahley RW, Huang Y	Apolipoprotein E: from atherosclerosis to Alzheimer's disease and beyond.	Curr. Opin. Lipidol.	10:3:207-17	1999	10431657		R W Mahley, Y Huang	R W Mahley	Y Huang	Gladstone Institute of Cardiovascular Disease, San Francisco, CA 94141-9100, USA. rmahley@gladstone.ucsf.edu	NHLBI NIH HHS; HL47660
Orth M, Weng W, Funke H, Steinmetz A, Assmann G, Nauck M, Dierkes J, Ambrosch A, Weisgraber KH, Mahley RW, Wieland H, Luley C	Effects of a frequent apolipoprotein E isoform, ApoE4Freiburg (Leu28-->Pro), on lipoproteins and the prevalence of coronary artery disease in whites.	Arterioscler. Thromb. Vasc. Biol.	19:5:1306-15	1999	10323784		M Orth, W Weng, H Funke, A Steinmetz, G Assmann, M Nauck, J Dierkes, A Ambrosch, K H Weisgraber, R W Mahley, H Wieland, C Luley	M Orth	C Luley	Institut für Klinische Chemie und Pathobiochemie, Universität Magdeburg, Germany.	NHLBI NIH HHS; HL 41633
Mahley RW, Ji ZS	Remnant lipoprotein metabolism: key pathways involving cell-surface heparan sulfate proteoglycans and apolipoprotein E.	J. Lipid Res.	40:1:1-16	1999	9869645		R W Mahley, Z S Ji	R W Mahley	Z S Ji	Gladstone Institute of Cardiovascular Disease, University of California, San Francisco, CA 94141-9100, USA.	NHLBI NIH HHS; HL47660
Huang Y, Liu XQ, Rall SC, Taylor JM, von Eckardstein A, Assmann G, Mahley RW	Overexpression and accumulation of apolipoprotein E as a cause of hypertriglyceridemia.	J. Biol. Chem.	273:41:26388-93	1998	9756870		Y Huang, X Q Liu, S C Rall, J M Taylor, A von Eckardstein, G Assmann, R W Mahley	Y Huang	R W Mahley	Gladstone Institute of Cardiovascular Disease, and Pathology, University of California, San Francisco, California 94141-9100, USA.	NHLBI NIH HHS; HL47660
Huang Y, Liu XQ, Rall SC, Mahley RW	Apolipoprotein E2 reduces the low density lipoprotein level in transgenic mice by impairing lipoprotein lipase-mediated lipolysis of triglyceride-rich lipoproteins.	J. Biol. Chem.	273:28:17483-90	1998	9651338		Y Huang, X Q Liu, S C Rall, R W Mahley	Y Huang	R W Mahley	Gladstone Institute of Cardiovascular Disease, University of California, San Francisco, California 94141-9100, USA.	NHLBI NIH HHS; HL47660
Zhu Y, Bellosta S, Langer C, Bernini F, Pitas RE, Mahley RW, Assmann G, von Eckardstein A	Low-dose expression of a human apolipoprotein E transgene in macrophages restores cholesterol efflux capacity of apolipoprotein E-deficient mouse plasma.	Proc. Natl. Acad. Sci. U.S.A.	95:13:7585-90	1998	9636193		Y Zhu, S Bellosta, C Langer, F Bernini, R E Pitas, R W Mahley, G Assmann, A von Eckardstein	Y Zhu	A von Eckardstein	Institute of Arteriosclerosis Research, Domagkstrasse 3, D-48149 Münster, Germany.	NA
Ji ZS, Pitas RE, Mahley RW	Differential cellular accumulation/retention of apolipoprotein E mediated by cell surface heparan sulfate proteoglycans. Apolipoproteins E3 and E2 greater than e4.	J. Biol. Chem.	273:22:13452-60	1998	9593678		Z S Ji, R E Pitas, R W Mahley	Z S Ji	R W Mahley	Gladstone Institute of Cardiovascular Disease, Cardiovascular Research Institute, San Francisco, California 94141-9100, USA.	NHLBI NIH HHS; HL41633
Fan J, Ji ZS, Huang Y, de Silva H, Sanan D, Mahley RW, Innerarity TL, Taylor JM	Increased expression of apolipoprotein E in transgenic rabbits results in reduced levels of very low density lipoproteins and an accumulation of low density lipoproteins in plasma.	J. Clin. Invest.	101:10:2151-64	1998	9593771		J Fan, Z S Ji, Y Huang, H de Silva, D Sanan, R W Mahley, T L Innerarity, J M Taylor	J Fan	J M Taylor	Gladstone Institute of Cardiovascular Disease, San Francisco, California 94141, USA.	NHLBI NIH HHS; HL51588
Pitas RE, Ji ZS, Weisgraber KH, Mahley RW	Role of apolipoprotein E in modulating neurite outgrowth: potential effect of intracellular apolipoprotein E.	Biochem. Soc. Trans.	26:2:257-62	1998	9649758		R E Pitas, Z S Ji, K H Weisgraber, R W Mahley	R E Pitas	R W Mahley	Gladstone Institute of Cardiovascular Disease, San Francisco, CA 94141-9100, USA.	NHLBI NIH HHS; HL41633
Dichek HL, Brecht W, Fan J, Ji ZS, McCormick SP, Akeefe H, Conzo L, Sanan DA, Weisgraber KH, Young SG, Taylor JM, Mahley RW	Overexpression of hepatic lipase in transgenic mice decreases apolipoprotein B-containing and high density lipoproteins. Evidence that hepatic lipase acts as a ligand for lipoprotein uptake.	J. Biol. Chem.	273:4:1896-903	1998	9442022		H L Dichek, W Brecht, J Fan, Z S Ji, S P McCormick, H Akeefe, L Conzo, D A Sanan, K H Weisgraber, S G Young, J M Taylor, R W Mahley	H L Dichek	R W Mahley	Gladstone Institute of Cardiovascular Disease, University of California, San Francisco 94141-9100, USA.	NHLBI NIH HHS; HL51588
Ji ZS, Dichek HL, Miranda RD, Mahley RW	Heparan sulfate proteoglycans participate in hepatic lipaseand apolipoprotein E-mediated binding and uptake of plasma lipoproteins, including high density lipoproteins.	J. Biol. Chem.	272:50:31285-92	1997	9395455		Z S Ji, H L Dichek, R D Miranda, R W Mahley	Z S Ji	R W Mahley	Gladstone Institute of Cardiovascular Disease, University of California, San Francisco, California, 94141-9100, USA.	NHLBI NIH HHS; HL41633
Huang Y, Rall SC, Mahley RW	Genetic factors precipitating type III hyperlipoproteinemia in hypolipidemic transgenic mice expressing human apolipoprotein E2.	Arterioscler. Thromb. Vasc. Biol.	17:11:2817-24	1997	9409260		Y Huang, S C Rall, R W Mahley	Y Huang	R W Mahley	Gladstone Institute of Cardiovascular Disease, University of California, San Francisco, USA.	NHLBI NIH HHS; HL47660
Huang Y, Schwendner SW, Rall SC, Sanan DA, Mahley RW	Apolipoprotein E2 transgenic rabbits. Modulation of the type III hyperlipoproteinemic phenotype by estrogen and occurrence of spontaneous atherosclerosis.	J. Biol. Chem.	272:36:22685-94	1997	9312550		Y Huang, S W Schwendner, S C Rall, D A Sanan, R W Mahley	Y Huang	R W Mahley	Gladstone Institute of Cardiovascular Disease, Cardiovascular Research Institute, University of California, San Francisco, California 94141-9100, USA.	NHLBI NIH HHS; HL47660
Mahley RW	The J. David Gladstone Institutes.	Mol. Med.	3:9:569-71	1997	9323707		R W Mahley	R W Mahley	R W Mahley	J. David Gladstone Institutes, San Francisco, CA 94141-9100, USA. robert_mahley@quickmail.ucsf.edu	NA
Hussain MM, Goldberg IJ, Weisgraber KH, Mahley RW, Innerarity TL	Uptake of chylomicrons by the liver, but not by the bone marrow, is modulated by lipoprotein lipase activity.	Arterioscler. Thromb. Vasc. Biol.	17:7:1407-13	1997	9261274		M M Hussain, I J Goldberg, K H Weisgraber, R W Mahley, T L Innerarity	M M Hussain	T L Innerarity	Gladstone Institute of Cardiovascular Disease, San Francisco, CA 94141-9100, USA.	NHLBI NIH HHS; HL45095
McGeer PL, Walker DG, Pitas RE, Mahley RW, McGeer EG	Apolipoprotein E4 (ApoE4) but not ApoE3 or ApoE2 potentiates beta-amyloid protein activation of complement in vitro.	Brain Res.	749:1:135-8	1997	9070638		P L McGeer, D G Walker, R E Pitas, R W Mahley, E G McGeer	P L McGeer	E G McGeer	Kinsmen Laboratory of Neurological Research, University of British Columbia, Vancouver, Canada. plmcgeer@unixg.ubc.ca	NHLBI NIH HHS; HL41633
