Authors	Title	Journal	Vol:Issue:Page	Year	Pubmed_Id	Citation_Number	Authors_Full_Name	First_Author	LastAuthor	Affiliations	Grants
Hirami Y, Osakada F, Takahashi K, Okita K, Yamanaka S, Ikeda H, Yoshimura N, Takahashi M	Generation of retinal cells from mouse and human induced pluripotent stem cells.	Neurosci. Lett.	458:3:126-31	2009	19379795	86	Yasuhiko Hirami, Fumitaka Osakada, Kazutoshi Takahashi, Keisuke Okita, Shinya Yamanaka, Hanako Ikeda, Nagahisa Yoshimura, Masayo Takahashi	Yasuhiko Hirami	Masayo Takahashi	Laboratory for Retinal Regeneration, RIKEN Center for Developmental Biology, 2-2-3 Minatojima-minamimachi, Chuo-ku, Kobe 650-0047, Japan.	NA
Yamanaka S	A fresh look at iPS cells.	Cell	137:1:13-7	2009	19345179	247	Shinya Yamanaka	Shinya Yamanaka	Shinya Yamanaka	Center for iPS Cell Research and Application, Kyoto University, Kyoto 606-8507, Japan. yamanaka@frontier.kyoto-u.ac.jp	NA
Daley GQ, Lensch MW, Jaenisch R, Meissner A, Plath K, Yamanaka S	Broader implications of defining standards for the pluripotency of iPSCs.	Cell Stem Cell	4:3:200-1; author reply 202	2009	19265657	55	George Q Daley, M William Lensch, Rudolf Jaenisch, Alex Meissner, Kathrin Plath, Shinya Yamanaka	George Q Daley	Shinya Yamanaka		NCI NIH HHS; R01 CA084198-12
Taura D, Noguchi M, Sone M, Hosoda K, Mori E, Okada Y, Takahashi K, Homma K, Oyamada N, Inuzuka M, Sonoyama T, Ebihara K, Tamura N, Itoh H, Suemori H, Nakatsuji N, Okano H, Yamanaka S, Nakao K	Adipogenic differentiation of human induced pluripotent stem cells: comparison with that of human embryonic stem cells.	FEBS Lett.	583:6:1029-33	2009	19250937	43	Daisuke Taura, Michio Noguchi, Masakatsu Sone, Kiminori Hosoda, Eisaku Mori, Yohei Okada, Kazutoshi Takahashi, Koichiro Homma, Naofumi Oyamada, Megumi Inuzuka, Takuhiro Sonoyama, Ken Ebihara, Naohisa Tamura, Hiroshi Itoh, Hirofumi Suemori, Norio Nakatsuji, Hideyuki Okano, Shinya Yamanaka, Kazuwa Nakao	Daisuke Taura	Kazuwa Nakao	Department of Medicine and Clinical Science, Kyoto University Graduate School of Medicine, Sakyo-ku, Kyoto 606-8507, Japan.	NA
Tanaka Y, Ikeda T, Kishi Y, Masuda S, Shibata H, Takeuchi K, Komura M, Iwanaka T, Muramatsu S, Kondo Y, Takahashi K, Yamanaka S, Hanazono Y	ERas is expressed in primate embryonic stem cells but not related to tumorigenesis.	Cell Transplant	18:4:381-9	2009	19622226	6	Yujiro Tanaka, Tamako Ikeda, Yukiko Kishi, Shigeo Masuda, Hiroaki Shibata, Kengo Takeuchi, Makoto Komura, Tadashi Iwanaka, Shin-Ichi Muramatsu, Yasushi Kondo, Kazutoshi Takahashi, Shinya Yamanaka, Yutaka Hanazono	Yujiro Tanaka	Yutaka Hanazono	Division of Regenerative Medicine, Center for Molecular Medicine, Jichi Medical University, Tochigi, Japan; Department of Pediatric Surgery, Graduate School of Medicine, University of Tokyo, Tokyo, Japan.	NA
Aiba K, Nedorezov T, Piao Y, Nishiyama A, Matoba R, Sharova LV, Sharov AA, Yamanaka S, Niwa H, Ko MS	Defining developmental potency and cell lineage trajectories by expression profiling of differentiating mouse embryonic stem cells.	DNA Res.	16:1:73-80	2009	19112179	19	Kazuhiro Aiba, Timur Nedorezov, Yulan Piao, Akira Nishiyama, Ryo Matoba, Lioudmila V Sharova, Alexei A Sharov, Shinya Yamanaka, Hitoshi Niwa, Minoru S H Ko	Kazuhiro Aiba	Minoru S H Ko	Developmental Genomics and Aging Section, Laboratory of Genetics, National Institute on Aging, NIH, Baltimore, MD 21224, USA.	NIA NIH HHS; Z01 AG000662-07
Okita K, Nakagawa M, Hyenjong H, Ichisaka T, Yamanaka S	Generation of mouse induced pluripotent stem cells without viral vectors.	Science	322:5903:949-53	2008	18845712	722	Keisuke Okita, Masato Nakagawa, Hong Hyenjong, Tomoko Ichisaka, Shinya Yamanaka	Keisuke Okita	Shinya Yamanaka	Center for iPS Cell Research and Application (CiRA), Institute for Integrated Cell-Material Sciences, Kyoto University, Kyoto 606-8507, Japan.	NA
Narazaki G, Uosaki H, Teranishi M, Okita K, Kim B, Matsuoka S, Yamanaka S, Yamashita JK	Directed and systematic differentiation of cardiovascular cells from mouse induced pluripotent stem cells.	Circulation	118:5:498-506	2008	18625891	199	Genta Narazaki, Hideki Uosaki, Mizue Teranishi, Keisuke Okita, Bongju Kim, Satoshi Matsuoka, Shinya Yamanaka, Jun K Yamashita	Genta Narazaki	Jun K Yamashita	Laboratory of Stem Cell Differentiation, Stem Cell Research Center, Institute for Frontier Medical Sciences, Kyoto University, Kyoto 606-8507, Japan.	NA
Yamanaka S	Pluripotency and nuclear reprogramming.	Philos. Trans. R. Soc. Lond., B, Biol. Sci.	363:1500:2079-87	2008	18375377	70	Shinya Yamanaka	Shinya Yamanaka	Shinya Yamanaka	Center for iPS Cell Research & Application, Kyoto University, Kyoto 606-8507, Japan. yamanaka@frontier.kyoto-u.ac.jp	NA
Aoi T, Yae K, Nakagawa M, Ichisaka T, Okita K, Takahashi K, Chiba T, Yamanaka S	Generation of pluripotent stem cells from adult mouse liver and stomach cells.	Science	321:5889:699-702	2008	18276851	433	Takashi Aoi, Kojiro Yae, Masato Nakagawa, Tomoko Ichisaka, Keisuke Okita, Kazutoshi Takahashi, Tsutomu Chiba, Shinya Yamanaka	Takashi Aoi	Shinya Yamanaka	Department of Stem Cell Biology, Institute for Frontier Medical Sciences, Kyoto University, Kyoto 606-8507, Japan.	NA
Takahashi K, Tanabe K, Ohnuki M, Narita M, Ichisaka T, Tomoda K, Yamanaka S	Induction of pluripotent stem cells from adult human fibroblasts by defined factors.	Cell	131:5:861-72	2007	18035408	3970	Kazutoshi Takahashi, Koji Tanabe, Mari Ohnuki, Megumi Narita, Tomoko Ichisaka, Kiichiro Tomoda, Shinya Yamanaka	Kazutoshi Takahashi	Shinya Yamanaka	Department of Stem Cell Biology, Institute for Frontier Medical Sciences, Kyoto University, Kyoto 606-8507, Japan.	NA
Nakagawa M, Koyanagi M, Tanabe K, Takahashi K, Ichisaka T, Aoi T, Okita K, Mochiduki Y, Takizawa N, Yamanaka S	Generation of induced pluripotent stem cells without Myc from mouse and human fibroblasts.	Nat. Biotechnol.	26:1:101-6	2008	18059259		Masato Nakagawa, Michiyo Koyanagi, Koji Tanabe, Kazutoshi Takahashi, Tomoko Ichisaka, Takashi Aoi, Keisuke Okita, Yuji Mochiduki, Nanako Takizawa, Shinya Yamanaka	Masato Nakagawa	Shinya Yamanaka	Department of Stem Cell Biology, Institute for Frontier Medical Sciences, Kyoto University, Kyoto 606-8507, Japan.	NA
Hyun I, Hochedlinger K, Jaenisch R, Yamanaka S	New advances in iPS cell research do not obviate the need for human embryonic stem cells.	Cell Stem Cell	1:4:367-8	2007	18371375	47	Insoo Hyun, Konrad Hochedlinger, Rudolf Jaenisch, Shinya Yamanaka	Insoo Hyun	Shinya Yamanaka		NA
Yamanaka S	Strategies and new developments in the generation of patient-specific pluripotent stem cells.	Cell Stem Cell	1:1:39-49	2007	18371333	286	Shinya Yamanaka	Shinya Yamanaka	Shinya Yamanaka	Department of Stem Cell Biology, Institute for Frontier Medical Sciences, Kyoto University, Kyoto 606-8507, Japan. yamanaka@frontier.kyoto-u.ac.jp	NA
Okita K, Ichisaka T, Yamanaka S	Generation of germline-competent induced pluripotent stem cells.	Nature	448:7151:313-7	2007	17554338	1609	Keisuke Okita, Tomoko Ichisaka, Shinya Yamanaka	Keisuke Okita	Shinya Yamanaka	Department of Stem Cell Biology, Institute for Frontier Medical Sciences, Kyoto University, Kyoto 606-8507, Japan.	NA
Takahashi K, Okita K, Nakagawa M, Yamanaka S	Induction of pluripotent stem cells from fibroblast cultures.	Nat Protoc	2:12:3081-9	2007	18079707	277	Kazutoshi Takahashi, Keisuke Okita, Masato Nakagawa, Shinya Yamanaka	Kazutoshi Takahashi	Shinya Yamanaka	Department of Stem Cell Biology, Institute for Frontier Medical Sciences, Kyoto University, 53 Kawahara-machi, Shogoin, Sakyo-ku, Kyoto 606-8507, Japan.	NA
Yamanaka S, Takahashi K	[Induction of pluripotent stem cells from mouse fibroblast cultures].	Tanpakushitsu Kakusan Koso	51:15:2346-51	2006	17154061		Shinya Yamanaka, Kazutoshi Takahashi	Shinya Yamanaka	Kazutoshi Takahashi	yamanaka@frontier.kyoto-u.ac.jp	NA
Takahashi K, Yamanaka S	Induction of pluripotent stem cells from mouse embryonic and adult fibroblast cultures by defined factors.	Cell	126:4:663-76	2006	16904174	4920	Kazutoshi Takahashi, Shinya Yamanaka	Kazutoshi Takahashi	Shinya Yamanaka	Department of Stem Cell Biology, Institute for Frontier Medical Sciences, Kyoto University, Kyoto 606-8507, Japan.	NA
Tanaka TS, Lopez de Silanes I, Sharova LV, Akutsu H, Yoshikawa T, Amano H, Yamanaka S, Gorospe M, Ko MS	Esg1, expressed exclusively in preimplantation embryos, germline, and embryonic stem cells, is a putative RNA-binding protein with broad RNA targets.	Dev. Growth Differ.	48:6:381-90	2006	16872451	21	Tetsuya S Tanaka, Isabel Lopez de Silanes, Lioudmila V Sharova, Hidenori Akutsu, Toshiyuki Yoshikawa, Hisayuki Amano, Shinya Yamanaka, Myriam Gorospe, Minoru S H Ko	Tetsuya S Tanaka	Minoru S H Ko	Laboratory of Genetics, National Institute on Aging, National Institutes of Health, Baltimore, Maryland, USA.	NA
Imamura M, Miura K, Iwabuchi K, Ichisaka T, Nakagawa M, Lee J, Kanatsu-Shinohara M, Shinohara T, Yamanaka S	Transcriptional repression and DNA hypermethylation of a small set of ES cell marker genes in male germline stem cells.	BMC Dev. Biol.	6:34	2006	16859545	62	Masanori Imamura, Kyoko Miura, Kumiko Iwabuchi, Tomoko Ichisaka, Masato Nakagawa, Jiyoung Lee, Mito Kanatsu-Shinohara, Takashi Shinohara, Shinya Yamanaka	Masanori Imamura	Shinya Yamanaka	Department of Stem Cell Biology, Institute for Frontier Medical Sciences, Kyoto University, Kyoto 606-8507, Japan. imamura@frontier.kyoto-u.ac.jp	NA
Amano H, Itakura K, Maruyama M, Ichisaka T, Nakagawa M, Yamanaka S	Identification and targeted disruption of the mouse gene encoding ESG1 (PH34/ECAT2/DPPA5).	BMC Dev. Biol.	6:11	2006	16504174	17	Hisayuki Amano, Ken Itakura, Masayoshi Maruyama, Tomoko Ichisaka, Masato Nakagawa, Shinya Yamanaka	Hisayuki Amano	Shinya Yamanaka	Department of Stem Cell Biology, Institute for Frontier Medical Sciences, Kyoto University, Kyoto, Japan. h-amano@molbio.med.osaka-u.ac.jp	NA
Takahashi K, Ichisaka T, Yamanaka S	Identification of genes involved in tumor-like properties of embryonic stem cells.	Methods Mol. Biol.	329:449-58	2006	16846009		Kazutoshi Takahashi, Tomoko Ichisaka, Shinya Yamanaka	Kazutoshi Takahashi	Shinya Yamanaka	Laboratory of Animal Molecular Technology Research and Education, Center for Genetic Information, Nara Institute of Sciences and Technology, Nara, Japan.	NA
Okita K, Yamanaka S	Intracellular signaling pathways regulating pluripotency of embryonic stem cells.	Curr Stem Cell Res Ther	1:1:103-11	2006	18220859		Keisuke Okita, Shinya Yamanaka	Keisuke Okita	Shinya Yamanaka	Department of Stem Cell Biology, Institute for Frontier Medical Sciences, Kyoto University, Kyoto 606-8507, Japan.	NA
Takahashi K, Nakagawa M, Young SG, Yamanaka S	Differential membrane localization of ERas and Rheb, two Ras-related proteins involved in the phosphatidylinositol 3-kinase/mTOR pathway.	J. Biol. Chem.	280:38:32768-74	2005	16046393	32	Kazutoshi Takahashi, Masato Nakagawa, Stephen G Young, Shinya Yamanaka	Kazutoshi Takahashi	Shinya Yamanaka	Department of Stem Cell Biology, Institute for Frontier Medical Sciences, Kyoto University and CREST, Japan Science and Technology Agency, Kyoto 606-8507, Japan.	NCI NIH HHS; CA103999-01
Nakagawa M, Yamanaka S	[Mechanism for maintaining pluripotency in embryonic stem cells and inner cell mass].	Tanpakushitsu Kakusan Koso	50:6 Suppl:546-50	2005	15926478		Masato Nakagawa, Shinya Yamanaka	Masato Nakagawa	Shinya Yamanaka	nakamasa@gtc.naist.jp	NA
Maruyama M, Ichisaka T, Nakagawa M, Yamanaka S	Differential roles for Sox15 and Sox2 in transcriptional control in mouse embryonic stem cells.	J. Biol. Chem.	280:26:24371-9	2005	15863505	50	Masayoshi Maruyama, Tomoko Ichisaka, Masato Nakagawa, Shinya Yamanaka	Masayoshi Maruyama	Shinya Yamanaka	Department of Stem Cell Biology, Institute for Frontier Medical Sciences, Kyoto University, Kyoto 606-8507, Japan.	NA
Takahashi K, Maruyama M, Tokuzawa Y, Murakami M, Oda Y, Yoshikane N, Makabe KW, Ichisaka T, Yamanaka S	Evolutionarily conserved non-AUG translation initiation in NAT1/p97/DAP5 (EIF4G2).	Genomics	85:3:360-71	2005	15718103	19	Kazutoshi Takahashi, Masayoshi Maruyama, Yoshimi Tokuzawa, Mirei Murakami, Yasuaki Oda, Nami Yoshikane, Kazuhiro W Makabe, Tomoko Ichisaka, Shinya Yamanaka	Kazutoshi Takahashi	Shinya Yamanaka	Research and Education Center for Genetic Information, Nara Institute of Science and Technology, Ikoma 8916-5, Nara 630-0101, Japan.	NA
Tomoda K, Yoneda-Kato N, Fukumoto A, Yamanaka S, Kato JY	Multiple functions of Jab1 are required for early embryonic development and growth potential in mice.	J. Biol. Chem.	279:41:43013-8	2004	15299027	83	Kiichiro Tomoda, Noriko Yoneda-Kato, Akihisa Fukumoto, Shinya Yamanaka, Jun-Ya Kato	Kiichiro Tomoda	Jun-Ya Kato	Graduate School of Biological Sciences, Nara Institute of Science and Technology, 8916-5 Takayama, Ikoma, Nara 630-0101, Japan.	NA
Matsuda E, Shigeoka T, Iida R, Yamanaka S, Kawaichi M, Ishida Y	Expression profiling with arrays of randomly disrupted genes in mouse embryonic stem cells leads to in vivo functional analysis.	Proc. Natl. Acad. Sci. U.S.A.	101:12:4170-4	2004	15010531	20	Eishou Matsuda, Toshiaki Shigeoka, Ryuji Iida, Shinya Yamanaka, Masashi Kawaichi, Yasumasa Ishida	Eishou Matsuda	Yasumasa Ishida	Division of Gene Function in Animals, Graduate School of Biological Sciences, Nara Institute of Science and Technology, 8916-5 Takayama-cho, Ikoma-shi, Nara 630-0192, Japan.	NA
Mitsui K, Tokuzawa Y, Itoh H, Segawa K, Murakami M, Takahashi K, Maruyama M, Maeda M, Yamanaka S	The homeoprotein Nanog is required for maintenance of pluripotency in mouse epiblast and ES cells.	Cell	113:5:631-42	2003	12787504	1358	Kaoru Mitsui, Yoshimi Tokuzawa, Hiroaki Itoh, Kohichi Segawa, Mirei Murakami, Kazutoshi Takahashi, Masayoshi Maruyama, Mitsuyo Maeda, Shinya Yamanaka	Kaoru Mitsui	Shinya Yamanaka	Laboratory of Animal Molecular Technology, Research and Education Center for Genetic Information, Nara Institute of Science and Technology, Nara 630-0192, Japan.	NA
Takahashi K, Mitsui K, Yamanaka S	Role of ERas in promoting tumour-like properties in mouse embryonic stem cells.	Nature	423:6939:541-5	2003	12774123	171	Kazutoshi Takahashi, Kaoru Mitsui, Shinya Yamanaka	Kazutoshi Takahashi	Shinya Yamanaka	Laboratory of Animal Molecular Technology, Research and Education Center for Genetic Information, Nara Institute of Science and Technology, Ikoma, Nara 630-0192, Japan.	NA
Tokuzawa Y, Kaiho E, Maruyama M, Takahashi K, Mitsui K, Maeda M, Niwa H, Yamanaka S	Fbx15 is a novel target of Oct3/4 but is dispensable for embryonic stem cell self-renewal and mouse development.	Mol. Cell. Biol.	23:8:2699-708	2003	12665572	140	Yoshimi Tokuzawa, Eiko Kaiho, Masayoshi Maruyama, Kazutoshi Takahashi, Kaoru Mitsui, Mitsuyo Maeda, Hitoshi Niwa, Shinya Yamanaka	Yoshimi Tokuzawa	Shinya Yamanaka	Laboratory of Animal Molecular Technology, Research and Education Center for Genetic Information, Nara Institute of Science and Technology, Ikoma, Nara 630-0192, Japan.	NA
Qian X, Balestra ME, Yamanaka S, Borén J, Lee I, Innerarity TL	Low expression of the apolipoprotein B mRNA-editing transgene in mice reduces LDL levels but does not cause liver dysplasia or tumors.	Arterioscler. Thromb. Vasc. Biol.	18:6:1013-20	1998	9633945	21	X Qian, M E Balestra, S Yamanaka, J Borén, I Lee, T L Innerarity	X Qian	T L Innerarity	Gladstone Institute of Cardiovascular Disease, University of California, San Francisco 94103, USA. xiaobing_qian@quickmail.ucsf.edu	NHLBI NIH HHS; HL47660
Yamanaka S, Poksay KS, Arnold KS, Innerarity TL	A novel translational repressor mRNA is edited extensively in livers containing tumors caused by the transgene expression of the apoB mRNA-editing enzyme.	Genes Dev.	11:3:321-33	1997	9030685	133	S Yamanaka, K S Poksay, K S Arnold, T L Innerarity	S Yamanaka	T L Innerarity	University of California, San Francisco 94141-9100, USA.	NHLBI NIH HHS; HL47660
Yamanaka S, Poksay KS, Driscoll DM, Innerarity TL	Hyperediting of multiple cytidines of apolipoprotein B mRNA by APOBEC-1 requires auxiliary protein(s) but not a mooring sequence motif.	J. Biol. Chem.	271:19:11506-10	1996	8626710	48	S Yamanaka, K S Poksay, D M Driscoll, T L Innerarity	S Yamanaka	T L Innerarity	Gladstone Institute of Cardiovascular Disease, University of California, San Francisco 94141-9100, USA.	NHLBI NIH HHS; HL47660
Yamanaka S, Poksay KS, Balestra ME, Zeng GQ, Innerarity TL	Cloning and mutagenesis of the rabbit ApoB mRNA editing protein. A zinc motif is essential for catalytic activity, and noncatalytic auxiliary factor(s) of the editing complex are widely distributed.	J. Biol. Chem.	269:34:21725-34	1994	8063816	105	S Yamanaka, K S Poksay, M E Balestra, G Q Zeng, T L Innerarity	S Yamanaka	T L Innerarity	Gladstone Institute of Cardiovascular Disease, University of California, San Francisco 94141-9100.	NHLBI NIH HHS; HL47660
Gut P, Verdin E	Rejuvenating SIRT1 Activators.	Cell Metab.	17:5:635-7	2013	23663735		Philipp Gut, Eric Verdin	Philipp Gut	Eric Verdin	Gladstone Institutes, University of California, San Francisco, CA 94158, USA.	NA
Rardin MJ, Newman JC, Held JM, Cusack MP, Sorensen DJ, Li B, Schilling B, Mooney SD, Kahn CR, Verdin E, Gibson BW	Label-free quantitative proteomics of the lysine acetylome in mitochondria identifies substrates of SIRT3 in metabolic pathways.	Proc. Natl. Acad. Sci. U.S.A.	110:16:6601-6	2013	23576753	000318041500076	Matthew J Rardin, John C Newman, Jason M Held, Michael P Cusack, Dylan J Sorensen, Biao Li, Birgit Schilling, Sean D Mooney, C Ronald Kahn, Eric Verdin, Bradford W Gibson	Matthew J Rardin	Bradford W Gibson	Buck Institute for Research on Aging, Novato, CA 94945, USA.	NIA NIH HHS; T32AG000266
Shirakawa K, Chavez L, Hakre S, Calvanese V, Verdin E	Reactivation of latent HIV by histone deacetylase inhibitors.	Trends Microbiol.	21:6:277-85	2013	23517573		Kotaro Shirakawa, Leonard Chavez, Shweta Hakre, Vincenzo Calvanese, Eric Verdin	Kotaro Shirakawa	Eric Verdin	Gladstone Institute of Virology and Immunology, University of California, San Francisco, CA 94158, USA; Department of Medicine, University of California, San Francisco, CA 94158, USA.	NIAID NIH HHS; U19 AI096113
Merksamer PI, Liu Y, He W, Hirschey MD, Chen D, Verdin E	The sirtuins, oxidative stress and aging: an emerging link.	Aging (Albany NY)	5:3:144-50	2013	23474711	000316863000002	Philip I Merksamer, Yufei Liu, Wenjuan He, Matthew D Hirschey, Danica Chen, Eric Verdin	Philip I Merksamer	Eric Verdin	Gladstone Institute of Virology and Immunology, University of California, San Francisco, CA 94158, USA.	NA
Sinclair D, Verdin E	The longevity of sirtuins.	Cell Rep	2:6:1473-4	2012	23273894	1	David Sinclair, Eric Verdin	David Sinclair	Eric Verdin	Glenn Laboratories for the Molecular Biology of Aging, Department of Genetics, Harvard Medical School, Boston, MA 02115, USA. david_sinclair@hms.harvard.edu	NA
Weir HJ, Murray TK, Kehoe PG, Love S, Verdin EM, O'Neill MJ, Lane JD, Balthasar N	CNS SIRT3 expression is altered by reactive oxygen species and in Alzheimer's disease.	PLoS ONE	7:11:e48225	2012	23139766		Heather J M Weir, Tracey K Murray, Patrick G Kehoe, Seth Love, Eric M Verdin, Michael J O'Neill, Jon D Lane, Nina Balthasar	Heather J M Weir	Nina Balthasar	School of Biochemistry, University of Bristol, Bristol, United Kingdom.	Biotechnology and Biological Sciences Research Council; 
Kasler HG, Lim HW, Mottet D, Collins AM, Lee IS, Verdin E	Nuclear export of histone deacetylase 7 during thymic selection is required for immune self-tolerance.	EMBO J.	31:23:4453-65	2012	23103766	1	Herbert G Kasler, Hyung W Lim, Denis Mottet, Amy M Collins, Intelly S Lee, Eric Verdin	Herbert G Kasler	Eric Verdin	Gladstone Institute of Virology and Immunology, University of California, San Francisco, CA 94158, USA.	NA
Newman JC, He W, Verdin E	Mitochondrial protein acylation and intermediary metabolism: regulation by sirtuins and implications for metabolic disease.	J. Biol. Chem.	287:51:42436-43	2012	23086951	2	John C Newman, Wenjuan He, Eric Verdin	John C Newman	Eric Verdin	Gladstone Institute of Virology and Immunology, San Francisco, California 94158, USA.	NIDDK NIH HHS; R24 DK085610
Bonezzi K, Belotti D, North BJ, Ghilardi C, Borsotti P, Resovi A, Ubezio P, Riva A, Giavazzi R, Verdin E, Taraboletti G	Inhibition of SIRT2 potentiates the anti-motility activity of taxanes: implications for antineoplastic combination therapies.	Neoplasia	14:9:846-54	2012	23019416	1	Katiuscia Bonezzi, Dorina Belotti, Brian J North, Carmen Ghilardi, Patrizia Borsotti, Andrea Resovi, Paolo Ubezio, Antonella Riva, Raffaella Giavazzi, Eric Verdin, Giulia Taraboletti	Katiuscia Bonezzi	Giulia Taraboletti	Tumor Angiogenesis Unit, Department of Oncology, Mario Negri Institute for Pharmacological Research, Bergamo, Italy.	NA
Pan Y, Nishida Y, Wang M, Verdin E	Metabolic regulation, mitochondria and the life-prolonging effect of rapamycin: a mini-review.	Gerontology	58:6:524-30	2012	22947849	000310562300007	Yong Pan, Yuya Nishida, Margaret Wang, Eric Verdin	Yong Pan	Eric Verdin	Gladstone Institute of Virology and Immunology, University of California, San Francisco, CA 94158, USA. yong.pan@gladstone.ucsf.edu	NA
He W, Newman JC, Wang MZ, Ho L, Verdin E	Mitochondrial sirtuins: regulators of protein acylation and metabolism.	Trends Endocrinol. Metab.	23:9:467-76	2012	22902903	3	Wenjuan He, John C Newman, Margaret Z Wang, Linh Ho, Eric Verdin	Wenjuan He	Eric Verdin	Gladstone Institute of Virology and Immunology, University of California San Francisco, San Francisco, CA 94158, USA.	NA
Jang YC, Liu Y, Hayworth CR, Bhattacharya A, Lustgarten MS, Muller FL, Chaudhuri A, Qi W, Li Y, Huang JY, Verdin E, Richardson A, Van Remmen H	Dietary restriction attenuates age-associated muscle atrophy by lowering oxidative stress in mice even in complete absence of CuZnSOD.	Aging Cell	11:5:770-82	2012	22672615	1	Young C Jang, Yuhong Liu, Christopher R Hayworth, Arunabh Bhattacharya, Michael S Lustgarten, Florian L Muller, Asish Chaudhuri, Wenbo Qi, Yan Li, Jing-Yi Huang, Eric Verdin, Arlan Richardson, Holly Van Remmen	Young C Jang	Holly Van Remmen	Department of Cellular and Structural Biology, University of Texas Health Science Center at San Antonio, San Antonio, TX 78229, USA.	NCI NIH HHS; P30 CA54174
Deeks SG, Autran B, Berkhout B, Benkirane M, Cairns S, Chomont N, Chun TW, Churchill M, Di Mascio M, Katlama C, Lafeuillade A, Landay A, Lederman M, Lewin SR, Maldarelli F, Margolis D, Markowitz M, Martinez-Picado J, Mullins JI, Mellors J, Moreno S, O'Doherty U, Palmer S, Penicaud MC, Peterlin M, Poli G, Routy JP, Rouzioux C, Silvestri G, Stevenson M, Telenti A, Van Lint C, Verdin E, Woolfrey A, Zaia J, Barré-Sinoussi F	Towards an HIV cure: a global scientific strategy.	Nat. Rev. Immunol.	12:8:607-14	2012	22814509		Steven G Deeks, Brigitte Autran, Ben Berkhout, Monsef Benkirane, Scott Cairns, Nicolas Chomont, Tae-Wook Chun, Melissa Churchill, Michele Di Mascio, Christine Katlama, Alain Lafeuillade, Alan Landay, Michael Lederman, Sharon R Lewin, Frank Maldarelli, David Margolis, Martin Markowitz, Javier Martinez-Picado, James I Mullins, John Mellors, Santiago Moreno, Una O'Doherty, Sarah Palmer, Marie-Capucine Penicaud, Matija Peterlin, Guido Poli, Jean-Pierre Routy, Christine Rouzioux, Guido Silvestri, Mario Stevenson, Amalio Telenti, Carine Van Lint, Eric Verdin, Ann Woolfrey, John Zaia, Françoise Barré-Sinoussi	Steven G Deeks	Françoise Barré-Sinoussi		NIAID NIH HHS; P30 AI082151
Kamarajan P, Alhazzazi TY, Danciu T, D'silva NJ, Verdin E, Kapila YL	Receptor-interacting protein (RIP) and Sirtuin-3 (SIRT3) are on opposite sides of anoikis and tumorigenesis.	Cancer	118:23:5800-10	2012	22674009	000311306000011	Pachiyappan Kamarajan, Turki Y Alhazzazi, Theodora Danciu, Nisha J D'silva, Eric Verdin, Yvonne L Kapila	Pachiyappan Kamarajan	Yvonne L Kapila	Department of Periodontics and Oral Medicine, School of Dentistry, University of Michigan, Ann Arbor, Michigan 48109-1078, USA.	NIDCR NIH HHS; R56DE014429
Deeks SG, Verdin E, McCune JM	Immunosenescence and HIV.	Curr. Opin. Immunol.	24:4:501-6	2012	22658763	1	Steven G Deeks, Eric Verdin, Joseph M McCune	Steven G Deeks	Joseph M McCune	HIV/AIDS Program, Department of Medicine, University of California, San Francisco, CA, USA.	NA
Ismail H, Mofarrahi M, Echavarria R, Harel S, Verdin E, Lim HW, Jin ZG, Sun J, Zeng H, Hussain SN	Angiopoietin-1 and vascular endothelial growth factor regulation of leukocyte adhesion to endothelial cells: role of nuclear receptor-77.	Arterioscler. Thromb. Vasc. Biol.	32:7:1707-16	2012	22628435	1	Hodan Ismail, Mahroo Mofarrahi, Raquel Echavarria, Sharon Harel, Eric Verdin, Hyung W Lim, Zheng-Gen Jin, Jianxin Sun, Huiyan Zeng, Sabah N A Hussain	Hodan Ismail	Sabah N A Hussain	Critical Care and Respiratory Divisions, Department of Medicine, McGill University Health Centre and Meakins-Christie Laboratories, McGill University, Montréal, Québec, Canada.	Canadian Institutes of Health Research; 
Hakre S, Chavez L, Shirakawa K, Verdin E	HIV latency: experimental systems and molecular models.	FEMS Microbiol. Rev.	36:3:706-16	2012	22372374	7	Shweta Hakre, Leonard Chavez, Kotaro Shirakawa, Eric Verdin	Shweta Hakre	Eric Verdin	Gladstone Institute of Virology and Immunology, University of California, San Francisco, CA 94941, USA.	NIAID NIH HHS; U19 AI096113
Schilling B, Rardin MJ, MacLean BX, Zawadzka AM, Frewen BE, Cusack MP, Sorensen DJ, Bereman MS, Jing E, Wu CC, Verdin E, Kahn CR, Maccoss MJ, Gibson BW	Platform-independent and label-free quantitation of proteomic data using MS1 extracted ion chromatograms in skyline: application to protein acetylation and phosphorylation.	Mol. Cell Proteomics	11:5:202-14	2012	22454539	5	Birgit Schilling, Matthew J Rardin, Brendan X MacLean, Anna M Zawadzka, Barbara E Frewen, Michael P Cusack, Dylan J Sorensen, Michael S Bereman, Enxuan Jing, Christine C Wu, Eric Verdin, C Ronald Kahn, Michael J Maccoss, Bradford W Gibson	Birgit Schilling	Bradford W Gibson	Buck Institute for Research on Aging, Novato, California 94945, USA.	NCI NIH HHS; U24 CA126477
